date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:23:56	148855/148855	U--MCZ	200	updated ('OK')	text/html	etag:W/%22747ad2f4ef81e09c5ea84e72a5c865d9%22	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150.html	(from https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150?_ga=2.198023082.409208515.1551843542-48495272.1551843542)
03:23:56	0/0	---MC-	410	error ('Gone')	text/html	date:Thu,%2014%20Mar%202019%2003:23:57%20GMT	https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/linkid.js	C:/My%20Web%20Sites/SmartHR2/preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/linkid.a.delayed	(from https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150?_ga=2.198023082.409208515.1551843542-48495272.1551843542)
03:23:57	34857/34857	U-----	200	untouched ('')	application/javascript	etag:%2280a94e43d6c9d41:0%22	https://consent.cookiebot.com/uc.js	C:/My%20Web%20Sites/SmartHR2/consent.cookiebot.com/uc.js	(from https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150?_ga=2.198023082.409208515.1551843542-48495272.1551843542)
03:23:57	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2014%20Mar%202019%2003:23:59%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/SmartHR2/www.googletagmanager.com/gtm.c5445.delayed	(from https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150?_ga=2.198023082.409208515.1551843542-48495272.1551843542)
03:23:58	88/88	U-----	200	untouched ('OK')	text/plain	etag:%220d96b533b91d58538a0561e08e747725%22	http://s3.envato.com/robots.txt		(from https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150?_ga=2.198023082.409208515.1551843542-48495272.1551843542)
03:23:59	4582/4582	U-----	200	untouched ('')	image/gif	etag:%22b82fe82bf7b78763e2fb6079e484ba04%22	https://public-assets.envato-static.com/assets/common/pagination_loader-7fb337642f4cde133550f90749ee6eeb94b0d56dce6ae041cacc18c2bae22699.gif	C:/My%20Web%20Sites/SmartHR2/public-assets.envato-static.com/assets/common/pagination_loader-7fb337642f4cde133550f90749ee6eeb94b0d56dce6ae041cacc18c2bae22699.gif	(from https://public-assets.envato-static.com/assets/market/core/index-a38bf5e5a69c279f522d3b417e7542e5d1cbc7d653efb7fd9d63ac4036312ac6.css)
03:23:59	148/148	U--MCZ	200	updated ('OK')	text/plain	etag:W/%225c899c70-bf%22	https://themeforest.net/robots.txt		(from https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150?_ga=2.198023082.409208515.1551843542-48495272.1551843542)
03:23:59	44130/44130	U-----	200	untouched ('')	text/javascript	date:Wed,%2016%20Jan%202019%2020:01:45%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/SmartHR2/www.google-analytics.com/analytics.js	(from https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150?_ga=2.198023082.409208515.1551843542-48495272.1551843542)
03:24:00	204251/204251	---MCZ	200	added ('OK')	text/css	date:Tue,%2012%20Mar%202019%2000:06:41%20GMT	https://public-assets.envato-static.com/assets/market/pages/default/index-72800f7f30bd477398be4c01fcc6b0d6eba09e93a76642467499c8788856045c.css	C:/My%20Web%20Sites/SmartHR2/public-assets.envato-static.com/assets/market/pages/default/index-72800f7f30bd477398be4c01fcc6b0d6eba09e93a76642467499c8788856045c.css	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:00	170/170	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2014%20Mar%202019%2003:24:03%20GMT	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:01	68/68	U-----	200	untouched ('')	image/png	etag:%22978c1bee49d7ad5fc1a4d81099b13e18%22	https://public-assets.envato-static.com/assets/common/transparent-1px-93ae7d494fad0fb30cbf3ae746a39c4bc7a0f8bbf87fbb587a3f3c01f3c5ce20.png	C:/My%20Web%20Sites/SmartHR2/public-assets.envato-static.com/assets/common/transparent-1px-93ae7d494fad0fb30cbf3ae746a39c4bc7a0f8bbf87fbb587a3f3c01f3c5ce20.png	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:01	13256/13256	U--MCZ	200	updated ('OK')	application/javascript	date:Thu,%2012%20Jul%202018%2006:21:33%20GMT	https://public-assets.envato-static.com/assets/market/core/head-df4183f2f1b84caa8ad6707c533e562f18a9eaae2b2e4d2081cf439c23343ad3.js	C:/My%20Web%20Sites/SmartHR2/public-assets.envato-static.com/assets/market/core/head-df4183f2f1b84caa8ad6707c533e562f18a9eaae2b2e4d2081cf439c23343ad3.js	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:02	135433/135433	U--MCZ	200	updated ('OK')	text/html	etag:W/%220c0eeeccb68104b51d89f0f2971a5ec8%22	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/reviews/21153150	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/reviews/21153150.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:03	25992/25992	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2003:24:04%20GMT	https://previews-themeforest.imgix.net/files/261692030/Banner%20New-with-angular.__large_preview.jpg?auto=compress%2Cformat&fit=crop&crop=top&max-h=8000&max-w=590&s=4c9528a0396d6e23b521045feab7325e	C:/My%20Web%20Sites/SmartHR2/previews-themeforest.imgix.net/files/261692030/Banner%20New-with-angular.__large_preview31b3.jpg	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:04	146141/146141	U--MCZ	200	updated ('OK')	text/html	etag:W/%227c76a3c989289c2f0313399fadf51bb7%22	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/comments	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/comments.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:04	128015/128015	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e0254b447b6709a24e000a32c787aadf%22	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/support	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/support.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:04	3880/3880	U-----	200	untouched ('')	image/png	etag:%22b6e257b66f7b6ef5a9a45c4831f01254%22	https://s3.envato.com/files/259307604/thumbnail%20new.png	C:/My%20Web%20Sites/SmartHR2/s3.envato.com/files/259307604/thumbnail%20new.png	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:05	20479/20479	U--MCZ	200	updated ('OK')	text/html	etag:W/%22693ebdc22fd910b29d0eda542b49e639%22	https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150	C:/My%20Web%20Sites/SmartHR2/preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:05	41237/41237	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2014%20Mar%202019%2003:24:07%20GMT	https://dreamguys.co.in/smarthr/light/index.html	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/light/index.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:05	41231/41231	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2014%20Mar%202019%2003:24:07%20GMT	https://dreamguys.co.in/smarthr/dark/index.html	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/dark/index.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:06	205214/205214	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2013%20Mar%202019%2004:36:23%20GMT	https://public-assets.envato-static.com/assets/market/core/index-c8a0c71007fd170bfee7a56b0812ddbd2d6ff1f349cc0f8e15771b2131e62ee5.js	C:/My%20Web%20Sites/SmartHR2/public-assets.envato-static.com/assets/market/core/index-c8a0c71007fd170bfee7a56b0812ddbd2d6ff1f349cc0f8e15771b2131e62ee5.js	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:06	41231/41231	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2014%20Mar%202019%2003:24:08%20GMT	https://dreamguys.co.in/smarthr/maroon/index.html	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/maroon/index.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:06	41231/41231	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2014%20Mar%202019%2003:24:08%20GMT	https://dreamguys.co.in/smarthr/blue/index.html	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/blue/index.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:06	41231/41231	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2014%20Mar%202019%2003:24:08%20GMT	https://dreamguys.co.in/smarthr/orange/index.html	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/orange/index.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:06	41231/41231	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2014%20Mar%202019%2003:24:09%20GMT	https://dreamguys.co.in/smarthr/purple/index.html	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/purple/index.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:07	573961/573961	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2013%20Mar%202019%2004:36:23%20GMT	https://public-assets.envato-static.com/assets/market/pages/default/index-17546057a983d8935efb66e57f1e32470a0e476275bad8b4ca6318db4c3ad636.js	C:/My%20Web%20Sites/SmartHR2/public-assets.envato-static.com/assets/market/pages/default/index-17546057a983d8935efb66e57f1e32470a0e476275bad8b4ca6318db4c3ad636.js	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:07	41313/41313	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2014%20Mar%202019%2003:24:09%20GMT	https://dreamguys.co.in/smarthr/rtl/index.html	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/rtl/index.html	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:07	21/21	---MCZ	404	error ('Not%20Found')	text/javascript	date:Thu,%2014%20Mar%202019%2003:24:09%20GMT	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/linkid.js	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/linkid.js	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:08	671/671	U-----	200	untouched ('OK')	text/plain	etag:%229cf-5704f7561fc03-gzip%22	https://dreamguys.co.in/robots.txt		(from https://preview.themeforest.net/item/smarthr-bootstrap-admin-panel-template/full_screen_preview/21153150?_ga=2.198023082.409208515.1551843542-48495272.1551843542)
03:24:08	142333/142333	U-----	200	untouched ('')	image/jpeg	etag:%2222bfd-57fbbfc63d830%22	http://dreamguys.co.in/smarthr/assets/img/smarthr.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/smarthr.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:09	153182/153182	U--M-Z	200	updated ('OK')	text/css	etag:%222565e-57fbbf6cd1f22-gzip%22	https://dreamguys.co.in/smarthr/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/css/bootstrap.min.css	(from https://dreamguys.co.in/smarthr/)
03:24:10	28101/28101	U--M-Z	200	updated ('OK')	text/css	etag:%226dc5-57fbbf6e86357-gzip%22	https://dreamguys.co.in/smarthr/assets/css/line-awesome.min.css	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/css/line-awesome.min.css	(from https://dreamguys.co.in/smarthr/)
03:24:10	1936/1936	U-----	200	untouched ('')	image/png	etag:%22790-57fbbfa438b24%22	https://dreamguys.co.in/smarthr/assets/img/favicon.png	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/favicon.png	(from https://dreamguys.co.in/smarthr/)
03:24:10	1641/1641	U-----	200	untouched ('')	application/javascript	date:Tue,%2005%20Mar%202019%2017:19:54%20GMT	https://public-assets.envato-static.com/assets/market/core/lazyload-5315ade2c4aa09869ae52bad5f4e45ea446b86d4365327a7d9ba005397379ac3.js	C:/My%20Web%20Sites/SmartHR2/public-assets.envato-static.com/assets/market/core/lazyload-5315ade2c4aa09869ae52bad5f4e45ea446b86d4365327a7d9ba005397379ac3.js	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150)
03:24:10	26053/26053	U--M-Z	200	updated ('OK')	text/css	etag:%2265c5-57fbbf6c8b692-gzip%22	https://dreamguys.co.in/smarthr/assets/css/aos.css	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/css/aos.css	(from https://dreamguys.co.in/smarthr/)
03:24:10	2936/2936	U--M-Z	200	updated ('OK')	text/css	etag:%22b78-57fbbf704530d-gzip%22	https://dreamguys.co.in/smarthr/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/css/owl.carousel.min.css	(from https://dreamguys.co.in/smarthr/)
03:24:10	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2014%20Mar%202019%2003:24:12%20GMT	https://public-assets.envato-static.com/assets/market/pages/images/down.png	C:/My%20Web%20Sites/SmartHR2/public-assets.envato-static.com/assets/market/pages/images/down.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-72800f7f30bd477398be4c01fcc6b0d6eba09e93a76642467499c8788856045c.css)
03:24:11	936/936	U--M-Z	200	updated ('OK')	text/css	etag:%223a8-57fbbf716a23e-gzip%22	https://dreamguys.co.in/smarthr/assets/css/owl.theme.default.min.css	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/css/owl.theme.default.min.css	(from https://dreamguys.co.in/smarthr/)
03:24:11	21806/21806	U--M-Z	200	updated ('OK')	text/css	etag:%22552e-57fbbf71d02cb-gzip%22	https://dreamguys.co.in/smarthr/assets/css/style.css	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/css/style.css	(from https://dreamguys.co.in/smarthr/)
03:24:11	2649/2649	U-----	200	untouched ('')	image/png	etag:%22a59-57fbbfa77213b%22	https://dreamguys.co.in/smarthr/assets/img/logo-light.png	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/logo-light.png	(from https://dreamguys.co.in/smarthr/)
03:24:11	3253/3253	U-----	200	untouched ('')	image/png	etag:%22cb5-57fbbfa85d690%22	https://dreamguys.co.in/smarthr/assets/img/logo.png	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/logo.png	(from https://dreamguys.co.in/smarthr/)
03:24:11	235249/235249	U-----	200	untouched ('')	image/jpeg	etag:%22396f1-57fbbfabf11b0%22	https://dreamguys.co.in/smarthr/assets/img/screen1.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen1.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:11	242192/242192	U-----	200	untouched ('')	image/jpeg	etag:%223b210-57fbbfb83925f%22	https://dreamguys.co.in/smarthr/assets/img/screen2.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen2.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:11	21/21	---MCZ	404	error ('Not%20Found')	text/javascript	date:Thu,%2014%20Mar%202019%2003:24:14%20GMT	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/reviews/linkid.js	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/reviews/linkid.50.delayed	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/reviews/21153150)
03:24:12	237826/237826	U-----	200	untouched ('')	image/jpeg	etag:%223a102-57fbbfba2c61a%22	https://dreamguys.co.in/smarthr/assets/img/screen3.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen3.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:12	247636/247636	U-----	200	untouched ('')	image/jpeg	etag:%223c754-57fbbfbc19c00%22	https://dreamguys.co.in/smarthr/assets/img/screen4.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen4.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:12	21/21	---MCZ	404	error ('Not%20Found')	text/javascript	date:Thu,%2014%20Mar%202019%2003:24:14%20GMT	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/linkid.js	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/linkid.js	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/comments)
03:24:13	241814/241814	U-----	200	untouched ('')	image/jpeg	etag:%223b096-57fbbfbf879f5%22	https://dreamguys.co.in/smarthr/assets/img/screen6.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen6.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:13	243375/243375	U-----	200	untouched ('')	image/jpeg	etag:%223b6af-57fbbfc159a71%22	https://dreamguys.co.in/smarthr/assets/img/screen7.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen7.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:13	206/206	---MC-	302	error ('Found')	text/html	date:Thu,%2014%20Mar%202019%2003:24:15%20GMT	https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/support/contact	C:/My%20Web%20Sites/SmartHR2/themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/support/contact	(from https://themeforest.net/item/smarthr-bootstrap-admin-panel-template/21153150/support)
03:24:18	233102/233102	U-----	200	untouched ('')	image/jpeg	etag:%2238e8e-57fbbfbdd87fe%22	https://dreamguys.co.in/smarthr/assets/img/screen5.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen5.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:18	192580/192580	U-----	200	untouched ('')	image/jpeg	etag:%222f044-57fbbfc2eb77a%22	https://dreamguys.co.in/smarthr/assets/img/screen8.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen8.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:18	24256/24256	U-----	200	untouched ('')	image/jpeg	etag:%225ec0-57fbbfc76fde7%22	https://dreamguys.co.in/smarthr/assets/img/soon.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/soon.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:19	289386/289386	U-----	200	untouched ('')	image/jpeg	etag:%2246a6a-57fbbfc4b0cca%22	https://dreamguys.co.in/smarthr/assets/img/screen9.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen9.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:19	186756/186756	U-----	200	untouched ('')	image/jpeg	etag:%222d984-57fbbfaf785eb%22	https://dreamguys.co.in/smarthr/assets/img/screen11.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen11.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:20	391771/391771	U-----	200	untouched ('')	image/jpeg	etag:%225fa5b-57fbbfadd3bc0%22	https://dreamguys.co.in/smarthr/assets/img/screen10.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen10.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:20	155151/155151	U-----	200	untouched ('')	image/jpeg	etag:%2225e0f-57fbbfb2beae2%22	https://dreamguys.co.in/smarthr/assets/img/screen13.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen13.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:20	263812/263812	U-----	200	untouched ('')	image/jpeg	etag:%2240684-57fbbfb47de7d%22	https://dreamguys.co.in/smarthr/assets/img/screen14.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen14.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:20	220580/220580	U-----	200	untouched ('')	image/jpeg	etag:%2235da4-57fbbfb63fd14%22	https://dreamguys.co.in/smarthr/assets/img/screen15.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen15.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:20	183841/183841	U-----	200	untouched ('')	image/jpeg	etag:%222ce21-57fbbfb129324%22	https://dreamguys.co.in/smarthr/assets/img/screen12.jpg	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/screen12.jpg	(from https://dreamguys.co.in/smarthr/)
03:24:20	9124/9124	U-----	200	untouched ('')	image/png	etag:%2223a4-57fbbfc88669a%22	https://dreamguys.co.in/smarthr/assets/img/themeforest.png	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/themeforest.png	(from https://dreamguys.co.in/smarthr/)
03:24:21	8391/8391	U-----	200	untouched ('')	image/png	etag:%2220c7-57fbbfa17ff91%22	https://dreamguys.co.in/smarthr/assets/img/codecanyon.png	C:/My%20Web%20Sites/SmartHR2/dreamguys.co.in/smarthr/assets/img/codecanyon.png	(from https://dreamguys.co.in/smarthr/)
